timestamp,Signal
0,-0.006723361756462449
1,-0.03732514395416689
2,-0.011091109089834916
3,0.033607520109206646
4,0.024398600085728618
5,0.010959519639629933
6,-0.010773099060952748
7,-0.017464983044578636
8,-0.010035361900128752
9,-0.0049567062147073855
10,0.01939739112782114
11,0.04068668336247403
12,0.014904228905145473
13,-0.0009127468671552563
14,-0.004032908473411209
15,0.0013355044513653196
16,-0.00940036079631357
17,-0.009403548852308636
18,-0.003388710438499736
19,-0.0141665525202754
20,0.0006782465965372731
21,0.0031340996959185272
22,0.003292914952972943
23,-0.009864211969841958
24,-0.0019394656727269787
25,0.014698944796535909
26,-0.013518675558633547
27,-0.021978371031960296
28,-0.0070250344297915004
29,-0.004682212448895724
30,0.003950708397261131
31,0.0067193158597791385
32,0.006069294383843937
33,0.006771935929617825
34,0.01056303004961677
35,0.004997374876236265
36,0.006228200922694091
37,0.009712573314551413
38,-0.004988830877441934
39,-0.0050465329492725836
40,-0.033766235427716215
41,0.002811029054318096
42,0.02953664094479621
43,-0.008072572197554442
44,-0.00833702691821928
45,-0.01643862380236882
46,-0.0016141077312807773
47,0.0003416603989546338
48,0.010519229918762852
49,0.0011838294561277857
50,0.0036584863261547845
51,-0.0024087495578542714
52,-0.004389114153155245
53,0.015429236999888527
54,0.001955723491361928
55,-0.07282269382792796
56,0.04757974136750466
57,0.10615328601988258
58,-0.03756794525567494
59,-0.04434409426468243
60,0.019548613837861932
61,0.03269182562741871
62,-0.023541713254976143
63,-0.006212614435484257
64,-0.03265006964093313
65,-0.022736632852780127
66,-0.02924032164229022
67,0.0018992823031359074
68,0.024732478522014725
69,0.03284651780300199
70,0.029064555226242864
71,0.017935833822762315
72,-0.0011514278611123789
73,-0.021440151360515816
74,-0.013226102152373215
75,-0.012273390300687468
76,-0.010128705292699713
77,-0.019210119604495406
78,-0.009320412744440496
79,-0.00950220997627799
80,0.007462375519680851
81,0.007816761318814177
82,0.019001212674790345
83,0.007440529896618914
84,0.01288929905427775
85,-0.007513729213977393
86,-0.044643251249959215
87,-0.05222330564772401
88,0.15930591715104023
89,0.06471588692240039
90,-0.053362944532337496
91,0.015076902200682453
92,-0.042488450375729916
93,-0.05439955873880095
94,-0.056015204764205705
95,0.11573043937902006
96,0.039214488971046825
97,-0.033638080810658263
98,-0.019520541643683623
99,-0.02547612574732464
100,-0.018185909050490077
101,-0.028568994367357242
102,-0.014663372625523046
103,-0.013188467424792853
104,0.004314218264941775
105,0.0032191628276944575
106,0.01138273430942776
107,0.006492895530449676
108,0.016175243257739245
109,-0.004410687520269
110,0.013176450487956215
111,0.01370891594446352
112,0.01049361846842001
113,-0.008960385441491608
114,-0.028950526749633138
115,0.023782847614256253
116,0.04393743761593003
117,0.002460373334254621
118,-0.007939279276608514
119,-0.019404674183156084
120,-0.005987497327701645
121,1.2609094869105858e-05
122,0.01692244650096335
123,0.011721193815348386
124,-0.0038788472175810057
125,-0.015260871158006091
126,-0.025774744896909563
127,-0.014615789118126998
128,0.008748161672309896
129,0.017773643537085836
130,0.010105974535188257
131,0.021164723616026955
132,0.0023472207679945574
133,-0.017242749809159096
134,-0.03149009440453712
135,-0.01889833338597638
136,-0.019371955957299652
137,-0.008669047746714238
138,0.008815491866526389
139,0.03762906655293608
140,0.01761252258024526
141,-0.0009129817379251517
142,-0.014649373768378986
143,-0.012723662702596627
144,-0.0038072403371378436
145,0.003936065366738208
146,-0.020475604521492826
147,0.020950677899600402
148,0.06840864270560515
149,0.008109162427382086
150,-0.025439380624209317
151,-0.00985040571169912
152,0.007605887031174529
153,-0.015646813382707625
154,-0.01264557463230501
155,-0.003189792962714027
156,-0.003075863140763982
157,-0.0058704011020680215
158,-0.001597401186140615
159,-0.014889329687830554
160,0.0034710600832032514
161,0.03288615388826055
162,0.02832106212467001
163,0.0050727987653801845
164,-0.006422001329742431
165,-0.019409724382685862
166,-0.018727096189163028
167,-0.0021727873334874397
168,0.008797358738829102
169,0.006920656574432251
170,0.00623251434460829
171,0.0029821658098782354
172,-0.0034390252809592147
