timestamp,Signal
0,0.00010860236586405925
1,0.0009190516040481965
2,0.003885638297425271
3,0.01121155760047628
4,0.025331187941542536
5,0.048391572362030996
6,0.08185903810019703
7,0.1262251089143777
8,0.1808345453499162
9,0.2438899988937459
10,0.3126604680954415
11,0.3838324168267021
12,0.4538575402435212
13,0.5191763574381251
14,0.5763399840426686
15,0.622130488882811
16,0.6537064827888853
17,0.6687428366909455
18,0.6655566167732122
19,0.6432158236192127
20,0.6016099897836864
21,0.541455817574807
22,0.46422325964425204
23,0.37201106441790194
24,0.26742938673576594
25,0.15351961987448973
26,0.033705820220333645
27,-0.08824906712201526
28,-0.20833414900110397
29,-0.3224751212917359
30,-0.4268334246569533
31,-0.518227412168227
32,-0.5945717782237911
33,-0.6550849613044826
34,-0.7001368020519702
35,-0.7308973205041586
36,-0.7490058775971248
37,-0.756335794455942
38,-0.754828371699927
39,-0.7463566627923285
40,-0.7325969583370474
41,-0.7148917739514273
42,-0.6941151371983486
43,-0.6706074222684968
44,-0.6442370147114753
45,-0.6145917074762495
46,-0.5812723801055029
47,-0.5441823669448453
48,-0.5036477534653473
49,-0.4603384392656287
50,-0.41513990352907304
51,-0.3691062712760916
52,-0.3234618711489231
53,-0.27953294820486574
54,-0.23858126559177842
55,-0.20163315115794175
56,-0.1693813594142409
57,-0.1421555451097068
58,-0.11993644754498674
59,-0.1023906352823912
60,-0.08890312817740742
61,-0.07862552960281012
62,-0.07058192917720538
63,-0.06382497285646702
64,-0.057581076169122426
65,-0.05133360516069328
66,-0.04483026459313428
67,-0.0380265070533068
68,-0.030993434934100818
69,-0.023831734675301336
70,-0.016640341731068924
71,-0.00955474896778351
72,-0.002796360250234361
73,0.0033331444203894963
74,0.008504849865511544
75,0.012423337463517299
76,0.01488229276476773
77,0.01581851357226526
78,0.015364476073333355
79,0.013889005397034672
80,0.012002521808864816
81,0.010496703744570514
82,0.010210673173522488
83,0.011862722775716391
84,0.015899823063752906
85,0.022401741908144923
86,0.03107392264072604
87,0.04133463544204203
88,0.052445447383971305
89,0.06362357195552559
90,0.07412008017306573
91,0.08328846116514993
92,0.09065960734597112
93,0.09599892295534168
94,0.09930856125655968
95,0.10077736275174878
