# OpenSignals Text File Format. Version 1
# {"98:D3:81:FD:6D:86": {"position": 0, "device": "bitalino_rev", "device name": "98:D3:81:FD:6D:86", "device connection": "BTH98:D3:81:FD:6D:86", "sampling rate": 1000, "resolution": [4, 1, 1, 1, 1, 10], "firmware version": 1282, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2024-4-19", "time": "12:32:35.124", "channels": [2], "sensor": ["ECGBIT"], "label": ["A2"], "column": ["nSeq", "I1", "I2", "O1", "O2", "A2"], "special": [{}], "digital IO": [0, 0, 1, 1]}}
# EndOfHeader
0	0	0	0	0	724	
1	0	0	0	0	748	
2	0	0	0	0	774	
3	0	0	0	0	799	
4	0	0	0	0	811	
5	0	0	0	0	811	
6	0	0	0	0	788	
7	0	0	0	0	761	
8	0	0	0	0	735	
9	0	0	0	0	727	
10	0	0	0	0	722	
11	0	0	0	0	702	
12	0	0	0	0	651	
13	0	0	0	0	608	
14	0	0	0	0	568	
15	0	0	0	0	519	
0	0	0	0	0	476	
1	0	0	0	0	438	
2	0	0	0	0	403	
3	0	0	0	0	376	
4	0	0	0	0	345	
5	0	0	0	0	311	
6	0	0	0	0	284	
7	0	0	0	0	271	
8	0	0	0	0	268	
9	0	0	0	0	283	
10	0	0	0	0	312	
11	0	0	0	0	336	
12	0	0	0	0	358	
13	0	0	0	0	365	
14	0	0	0	0	319	
15	0	0	0	0	263	
0	0	0	0	0	258	
1	0	0	0	0	271	
2	0	0	0	0	278	
3	0	0	0	0	287	
4	0	0	0	0	287	
5	0	0	0	0	295	
6	0	0	0	0	305	
7	0	0	0	0	319	
8	0	0	0	0	354	
9	0	0	0	0	398	
10	0	0	0	0	430	
11	0	0	0	0	460	
12	0	0	0	0	473	
13	0	0	0	0	450	
14	0	0	0	0	435	
15	0	0	0	0	449	
0	0	0	0	0	465	
1	0	0	0	0	467	
2	0	0	0	0	446	
3	0	0	0	0	431	
4	0	0	0	0	437	
5	0	0	0	0	451	
6	0	0	0	0	454	
7	0	0	0	0	462	
8	0	0	0	0	469	
9	0	0	0	0	473	
10	0	0	0	0	483	
11	0	0	0	0	502	
12	0	0	0	0	512	
13	0	0	0	0	510	
14	0	0	0	0	502	
15	0	0	0	0	495	
0	0	0	0	0	488	
1	0	0	0	0	487	
2	0	0	0	0	491	
3	0	0	0	0	498	
4	0	0	0	0	508	
5	0	0	0	0	502	
6	0	0	0	0	486	
7	0	0	0	0	480	
8	0	0	0	0	480	
9	0	0	0	0	476	
10	0	0	0	0	478	
11	0	0	0	0	480	
12	0	0	0	0	489	
13	0	0	0	0	504	
14	0	0	0	0	522	
15	0	0	0	0	543	
0	0	0	0	0	551	
1	0	0	0	0	549	
2	0	0	0	0	545	
3	0	0	0	0	531	
4	0	0	0	0	516	
5	0	0	0	0	512	
6	0	0	0	0	513	
7	0	0	0	0	513	
8	0	0	0	0	509	
9	0	0	0	0	505	
10	0	0	0	0	509	
11	0	0	0	0	518	
12	0	0	0	0	526	
13	0	0	0	0	525	
14	0	0	0	0	525	
15	0	0	0	0	528	
0	0	0	0	0	535	
1	0	0	0	0	540	
2	0	0	0	0	549	
3	0	0	0	0	553	
4	0	0	0	0	555	
5	0	0	0	0	550	
6	0	0	0	0	528	
7	0	0	0	0	509	
8	0	0	0	0	504	
9	0	0	0	0	507	
10	0	0	0	0	511	
11	0	0	0	0	512	
12	0	0	0	0	512	
13	0	0	0	0	511	
14	0	0	0	0	514	
15	0	0	0	0	515	
0	0	0	0	0	515	
1	0	0	0	0	515	
2	0	0	0	0	516	
3	0	0	0	0	519	
4	0	0	0	0	522	
5	0	0	0	0	523	
6	0	0	0	0	523	
7	0	0	0	0	516	
8	0	0	0	0	501	
9	0	0	0	0	494	
10	0	0	0	0	496	
11	0	0	0	0	500	
12	0	0	0	0	504	
13	0	0	0	0	512	
14	0	0	0	0	523	
15	0	0	0	0	529	
0	0	0	0	0	533	
1	0	0	0	0	526	
2	0	0	0	0	524	
3	0	0	0	0	519	
4	0	0	0	0	517	
5	0	0	0	0	519	
6	0	0	0	0	529	
7	0	0	0	0	533	
8	0	0	0	0	540	
9	0	0	0	0	550	
10	0	0	0	0	551	
11	0	0	0	0	543	
12	0	0	0	0	542	
13	0	0	0	0	546	
14	0	0	0	0	545	
15	0	0	0	0	540	
0	0	0	0	0	536	
1	0	0	0	0	530	
2	0	0	0	0	521	
3	0	0	0	0	514	
4	0	0	0	0	504	
5	0	0	0	0	489	
6	0	0	0	0	470	
7	0	0	0	0	455	
