timestamp,Signal
0,-0.004408428611125327
1,-0.008454328027141996
2,-0.007059538047850755
3,-0.003558083253052552
4,-0.002080617094111602
5,2.810879429249874e-05
6,0.005778788444994203
7,0.008639388878184375
8,0.008506808746508296
9,0.006834302681953184
10,0.010571808082797247
11,0.0043375931415416576
12,0.0005198790122446107
13,0.00028525381758264315
14,-0.0024465916048581754
15,-0.001829533865297519
16,-0.0014791993540281718
17,0.0016111883636665877
18,-0.0013475979625310625
19,-0.0017879008598565387
20,-0.0012400264205263828
21,0.0010028842666882157
22,-0.0014930234179794284
23,0.0018047986203210704
24,-0.00402355912665037
25,0.0038213162829077224
26,0.0015974330871491374
27,-0.005672855718225197
28,-0.00459075088297208
29,-0.004883274574368436
30,0.0021208585585940666
31,-0.002089462724202359
32,-0.0018373445262115425
33,-0.0070015654045526825
34,0.0036616094009344147
35,-0.00839209218049283
36,-0.0006346736353032689
37,0.004073186502465501
38,-0.0009474659500863826
39,0.003098530821823679
40,-0.005342266678086871
41,0.0005849143246951013
42,0.0026885676574352688
43,0.00365206947088767
44,0.0037898362302625404
45,0.008918872777465678
46,-0.001304024151424268
47,-0.003270567524009822
48,0.0014927281503245024
49,-0.0043126213113212014
50,-0.0016685455155966708
51,-0.001541544223336912
52,-0.005051102668399934
53,0.005024852800947082
54,0.0006870815280496777
55,0.004920250417757686
56,0.0033574012598797734
57,0.001447422664188341
58,0.0041897518826971925
59,-0.0075273283071778906
60,-0.0022125543503540984
61,-0.003545127962422838
62,0.0017836785455927866
63,0.0011103991229164095
64,0.0009708822593478342
65,0.005443837405859593
66,-1.917083487866511e-05
67,-0.00013730060343376121
68,0.004028078597821112
69,-0.0010363608748683957
70,-0.005993832555361071
71,-0.0030083842183087454
72,-0.002974746127064467
73,-0.005590568981750377
74,0.0038283059891260395
75,0.005061645842846549
76,0.0013887336878316012
77,0.004963870634187057
78,-0.0025271876486291775
79,-0.009055693325938505
80,-0.005290675092319936
81,-0.004741605282818272
82,-0.011980148344214018
83,-0.0005088104178904602
84,0.005316740456132639
85,0.014753592626309849
86,0.016595588406673537
87,0.01189814636653646
88,0.007590913544085817
89,0.005746156707389318
90,0.007983845148174924
91,0.004875957194530439
92,0.0032751059973725686
93,-0.0021998410285696294
94,-0.007261850874546767
95,-0.012644436051393418
96,-0.015777280972004485
97,-0.024302326122505984
98,-0.01174012697131389
99,-0.011935455813441272
100,-0.016281633906354558
101,-0.0066273306950706025
102,-0.0032709135501564346
103,0.00043438026607835883
104,0.007069905871160338
105,0.007001869774036069
106,0.013977856304457659
107,0.014038770391798015
108,0.010584702471253185
109,0.011158254480523757
110,0.005021567651509429
111,0.0038095246322609293
112,-0.00048343374930828395
113,-0.004399678080472001
114,0.0019295542456908947
115,0.010199840252761778
116,-0.002699541186846937
117,0.013276766264683179
118,0.012410215002865122
119,0.010511523207079172
120,0.0140217091478587
121,0.005139078675103815
